id,titlu,tip,data_start,data_end,an_start,an_end,secol,secol_n,locatie,zona_aprox,judet,regiune,lat,lng,participanti,descriere,rezultat,teritoriu,observatii,sursa
RM-114,Atacul de noapte de la Târgoviște,Atac surpriză / rezistență,1462-06,1462-06,1462,1462,sec. XV d.Hr.,15,Târgoviște și zonele învecinate (județul Dâmbovița),1,Dâmbovița,Țara Românească,44.92,25.46,Țara Românească (Vlad Țepeș) vs. Imperiul Otoman (Mehmed al II-lea),"Vlad Țepeș conduce o rezistență de hărțuire împotriva sultanului Mehmed al II-lea, care invadase Țara Românească după refuzul plății tributului. Atacul surpriză din iunie 1462 („atacul de noapte”) îl obligă pe sultan să se retragă.",Retragerea sultanului; menținerea independenței de facto,da,—,batalii.csv — sec. XV d.Hr.
RM-115,Bătălia de la Baia,Bătălie,1467-12,1467-12,1467,1467,sec. XV d.Hr.,15,Baia (județul Suceava),0,Suceava,Moldova,47.42,26.19,Moldova (Ștefan cel Mare) vs. Regatul Ungariei (Matei Corvin),"Ștefan cel Mare respinge o expediție a regelui Ungariei, Matei Corvin, decis să supună Moldova. În bătălia de la Baia, armata moldoveană îl învinge pe regele ungur, care este rănit și se retrage.",Victorie moldoveană; respingerea expediției ungare,da,—,batalii.csv — sec. XV d.Hr.
RM-116,Bătălia de la Lipnic,Bătălie,1469-08-20,1470-08-20,1469,1470,sec. XV d.Hr.,15,"Lipnic (Lipinți), pe Nistru — azi raionul Ocnița, Republica Moldova",1,—,Basarabia de Nord (Rep. Moldova),48.3,27.36,Moldova (Ștefan cel Mare) vs. Hoarda de Aur (hanul Mamac),"Tătarii Hoardei de Aur, conduși de hanul Mamac, invadează Moldova și pradă ținuturile ajungând la Nistru; Ștefan cel Mare îi urmărește și îi prinde în dumbrava de la Lipnic, aproape de râu. Bătălia se încheie cu o victorie zdrobitoare a moldovenilor, fiul și fratele hanului fiind luați prizonieri.",Victorie decisivă moldovenească; respingerea invaziei tătare,partial,Datarea este disputată între 20 august 1469 și 1470; localitatea se află azi în Republica Moldova.,batalii.csv — sec. XV d.Hr. (completare)
RM-117,Bătălia de la Soci,Bătălie,1471-03-07,1471-03-07,1471,1471,sec. XV d.Hr.,15,"Soci, lângă târgul de graniță cu Țara Românească (județul Bacău)",1,Bacău,Moldova (sud),46.4,26.7,Moldova (Ștefan cel Mare) vs. Țara Românească (Radu cel Frumos),"Fără declarație de război, Ștefan cel Mare atacă Țara Românească și, la 7 martie 1471, îl surprinde și îl zdrobește pe Radu cel Frumos lângă târgul Soci, în apropierea graniței dintre cele două țări. Victoria este categorică, iar moldovenii se întorc încărcați de pradă.",Victorie decisivă moldovenească,da,Locația este la granița dintre Moldova și Țara Românească (zona județului Bacău).,batalii.csv — sec. XV d.Hr. (completare)
RM-118,Bătălia de la Vaslui (Podul Înalt),Bătălie,1475-01-10,1475-01-10,1475,1475,sec. XV d.Hr.,15,"Podul Înalt, la sud-est de Vaslui (județul Vaslui)",1,Vaslui,Moldova,46.63,27.75,"Moldova (Ștefan cel Mare) vs. Imperiul Otoman (Suleiman Pașa, armata Rumeliei)","Ștefan cel Mare obține o victorie strălucită împotriva unei armate otomane net superioare numeric, conduse de Suleiman Pașa, folosind terenul mlăștinos și tactici de ambuscadă. Victoria de la Vaslui a avut un ecou european major.",Victorie moldoveană decisivă,da,—,batalii.csv — sec. XV d.Hr.
RM-119,Bătălia de la Războieni / Valea Albă,Bătălie,1476-07-26,1476-07-26,1476,1476,sec. XV d.Hr.,15,Războieni / Valea Albă (județul Neamț),1,Neamț,Moldova,47.078,26.56,Moldova (Ștefan cel Mare) vs. Imperiul Otoman (Mehmed al II-lea),"Oastea Moldovei este înfrântă de sultanul Mehmed al II-lea, care invadase Moldova cu o armată uriașă. Cu toate acestea, otomanii nu pot cuceri țara datorită rezistenței din cetăți și a tacticii de hărțuire, retrăgându-se în cele din urmă.","Înfrângere militară tactică, dar victorie strategică a Moldovei",da,—,batalii.csv — sec. XV d.Hr.
RM-120,Bătălia de la Câmpul Pâinii,Bătălie,1479-10-13,1479-10-13,1479,1479,sec. XV d.Hr.,15,"Câmpul Pâinii, pe luncă Mureșului între Șibot (Alba) și Orăștie (Hunedoara)",0,Alba / Hunedoara,Transilvania,45.9,23.3,"Regatul Ungariei / Transilvania (voievodul Ștefan Báthory, banul Pavel Chinezul, judele Georg Hecht) vs. Imperiul Otoman (Ali Mihaloglu, Iskender bey) și Muntenia (Basarab Țepeluș)","O oaste otomană puternică, sprijinită de un corp muntean, pătrunde în Transilvania prin Valea Oltului și pe Valea Sebeșului, jefuind Sebeșul, Alba Iulia și Hunedoara. Voievodul Ștefan Báthory și banul Pavel Chinezul concentrează oștile la Câmpul Pâinii, pe luncă Mureșului, unde obțin o victorie răsunătoare asupra otomanilor — una dintre cele mai mari izbânzi creștine anti-otomane din Transilvania.",Victorie decisivă a oștilor creștine; respingerea marii invazii otomane,da,"Locația câmpului de luptă se află între Șibot și Orăștie, pe luncă Mureșului; data este 13 octombrie 1479.",batalii.csv — sec. XV d.Hr. (completare)
RM-121,Bătălia de la Râmnic (1481),Bătălie,1481-07-08,1481-07-08,1481,1481,sec. XV d.Hr.,15,"Râmnicu Sărat, sub munții de la granița cu Brașovul (județul Vrancea / Buzău)",1,Vrancea / Buzău,Țara Românească (nord-est),45.43,27.05,"Moldova (Ștefan cel Mare, cu sprijin ungar) vs. Țara Românească (Basarab Țepeluș) și Imperiul Otoman (Ali-beg, Skender-beg)","Basarab Țepeluș adună o oaste cu ajutor otoman pentru a ataca cetatea Chilia a Moldovei. Ștefan cel Mare, întărit de trupe maghiare, îl atacă sub munții județului Râmnic și, după o luptă sângeroasă, îl învinge: Țepeluș este ucis, iar în Muntenia este instalat Vlad Călugărul.",Victorie moldovenească; uciderea lui Basarab Țepeluș,da,"Locația exactă este în zona Râmnicu Sărat, la poalele munților; datarea 8 iulie 1481.",batalii.csv — sec. XV d.Hr. (completare)
RM-122,Bătălia de la Cătlăbuga,Bătălie,1485-11-16,1485-11-16,1485,1485,sec. XV d.Hr.,15,"Lacul Cătlăbuga / zona Chilia (județul Tulcea, sudul Dunării — azi Ucraina)",1,Tulcea,Dobrogea / Bugeac,45.5,28.8,"Moldova (Ștefan cel Mare) vs. Imperiul Otoman (Bali-beg Malcoci Oglu, pașă de Silistra)","După pierderea Chiliei și a Cetății Albe, Ștefan cel Mare răspunde raidurilor otomane și îl învinge pe Bali-beg Malcoci Oglu la Cătlăbuga, la 16 noiembrie 1485, provocând o grea înfrângere forțelor otomane venite după pradă în sudul Moldovei.",Victorie moldovenească asupra oastei otomane,partial,"Locația este în zona lacului Cătlăbuga, la granița cu Bugeacul (azi Ucraina); datarea 16 noiembrie 1485.",batalii.csv — sec. XV d.Hr. (completare)
RM-123,Bătălia de la Șcheia,Bătălie,1486-03-06,1486-03-06,1486,1486,sec. XV d.Hr.,15,"Șcheia, lângă orașul Roman (județul Neamț)",1,Neamț,Moldova,46.93,26.55,"Moldova (Ștefan cel Mare) vs. Imperiul Otoman (Bali-beg Malcoci Oglu, Iskender bey) și pretendentul Petru Hronoda","Un corp expediționar otoman condus de Bali-beg și Iskender bey, care aducea pretendentul Hronoda pe tronul Moldovei, înaintează pe valea Siretului spre Suceava. Ștefan cel Mare îi întâmpină la Șcheia și, printr-o stratagemă, îi înfrânge: pretendentul Hronoda este capturat și executat. Este ultima confruntare majoră dintre Moldova și Imperiul Otoman din domnia sa.",Victorie moldovenească; încheierea războiului de 13 ani cu Poarta,da,"Șcheia este localitatea de la circa 25 km nord de Roman, deși unele surse o plasează lângă Suceava.",batalii.csv — sec. XV d.Hr. (completare)
RM-124,Bătălia de la Codrii Cosminului,Bătălie,1497-10-26,1497-10-26,1497,1497,sec. XV d.Hr.,15,"Codrii Cosminului, pe valea Siretului — azi regiunea Cernăuți, Ucraina",1,—,Bucovina (azi Ucraina),48.15,26.1,Moldova (Ștefan cel Mare) vs. Regatul Poloniei (regele Ioan I Albert),"Regele polon Ioan I Albert pornește o campanie cu pretextul recuceririi Chiliei și Cetății Albe, dar asediază Suceava. Ștefan cel Mare îl lasă să se epuizeze și atacă în ambuscadă oastea poloneză aflată în retragere prin Codrii Cosminului, în pădurile care despart valea Siretului de valea Prutului. Polonezii suferă pierderi grele, iar campania se încheie printr-o victorie moldovenească răsunătoare, considerată ultima mare bătălie a lui Ștefan cel Mare.",Victorie decisivă moldovenească; respingerea expediției poloneze,nu,"Câmpul de luptă se află azi în nordul Bucovinei (regiunea Cernăuți, Ucraina), la circa 100 km nord de Suceava; localizarea este aproximativă.",batalii.csv — sec. XV d.Hr. (completare)
RM-125,Războaiele lui Radu de la Afumați (1522–1525),Războaie / campanii,1522,1525,1522,1525,sec. XVI d.Hr.,16,"Țara Românească (bătălii la Ștefănești, Gubavi, București)",1,Argeș / Giurgiu / Ilfov,Țara Românească,44.9,25.0,Țara Românească (Radu de la Afumați) vs. Imperiul Otoman și pretendenți sprijiniți de otomani,"După moartea lui Neagoe Basarab, Țara Românească trece printr-o criză succesorală profundă. Radu de la Afumați poartă circa 20 de bătălii împotriva otomanilor și a pretendenților sprijiniți de aceștia, reușind temporar să împiedice transformarea țării în pașalâc turcesc.","Menținerea autonomiei, dar cu tribut și instabilitate cronică",da,Inclus ca campanie (bătăliile individuale nu sunt detaliate în sursă).,"batalii.csv — sec. XVI d.Hr., pct. 3"
RM-126,Bătălia de la Mohács (context — în afara teritoriului României),Bătălie (context regional),1526-08-29,1526-08-29,1526,1526,sec. XVI d.Hr.,16,Mohács (Ungaria) — în afara teritoriului actual al României,1,—,—,45.99,18.7,Regatul Ungariei vs. Imperiul Otoman (Soliman Magnificul),"Bătălia s-a dat pe teritoriul Ungariei de astăzi, dar prăbușirea Regatului Ungar a dus direct la transformarea Transilvaniei în principat autonom sub suzeranitate otomană (1541), generând conflicte interne între facțiunile nobiliare pro-habsburgice și pro-otomane pe tot parcursul secolului.",Căderea Regatului Ungariei medievale; autonomie otomană pentru Transilvania,nu,Inclus ca eveniment de context regional.,"batalii.csv — sec. XVI d.Hr., pct. 5"
RM-127,Bătălia de la Feldioara,Bătălie / intervenție militară,1529-06-22,1529-06-22,1529,1529,sec. XVI d.Hr.,16,Feldioara (județul Brașov),0,Brașov,Transilvania,45.82,25.6,Moldova (Petru Rareș) și Regatul Ungariei de Est (Ioan Zápolya) vs. adepții lui Ferdinand de Habsburg,"Petru Rareș intervine militar în Transilvania în sprijinul regelui Ioan Zápolya și obține o victorie categorică împotriva adepților lui Ferdinand de Habsburg, consolidând influența moldovenească în regiune.",Victorie categorică a lui Petru Rareș și a lui Zápolya,da,—,"batalii.csv — sec. XVI d.Hr., pct. 2"
RM-128,Bătălia de la Obertyn,Bătălie,1531-08-22,1531-08-22,1531,1531,sec. XVI d.Hr.,16,"Obertyn, Pocuția (azi în Ucraina)",1,—,Pocuția (azi Ucraina),48.7,25.15,Moldova (Petru Rareș) vs. Regatul Poloniei,"Petru Rareș încearcă să recucerească Pocuția, pierdută de Moldova. În bătălia de la Obertyn, oastea moldoveană este înfrântă de armata poloneză superioară, iar voievodul este nevoit să se retragă, păstrând însă Bucovina. Este una dintre cele mai celebre înfrângeri din timpul primei domnii a lui Petru Rareș.",Înfrângere moldoveană; pierderea definitivă a Pocuției,nu,"Bătălia s-a dat în Pocuția (azi Ucraina), în afara granițelor actuale ale României.",batalii.csv — sec. XVI d.Hr. (completare)
RM-129,Bătălia de la Siret,Bătălie,1538-02-01,1538-02-01,1538,1538,sec. XVI d.Hr.,16,"Pe râul Siret, în Moldova (județul Suceava / Neamț)",1,Suceava,Moldova,46.9,26.6,Moldova (Petru Rareș) vs. Imperiul Otoman (Soliman Magnificul),"La 1 februarie 1538, trupele moldovene aflate în campanie împotriva otomanilor sunt atacate și înfrânte în zona râului Siret, în contextul marii invazii otomane care avea să ducă la ocuparea Moldovei și detronarea lui Petru Rareș.",Înfrângere moldoveană; perioadă de criză pentru Moldova,da,Datarea și locația exactă sunt discutate; lupta este legată de campania otomană din 1538.,batalii.csv — sec. XVI d.Hr. (completare)
RM-130,Invazia otomană din 1538 în Moldova,Invazie,1538,1538,1538,1538,sec. XVI d.Hr.,16,Moldova: Suceava (județul Suceava),1,Suceava,Moldova,47.65,26.25,Imperiul Otoman (Soliman Magnificul) vs. Moldova (Petru Rareș),"Sultanul Soliman Magnificul organizează o campanie masivă împotriva Moldovei pentru a-l pedepsi pe Petru Rareș. Din cauza trădării marii boierimi, domnitorul este nevoit să fugă în Transilvania, iar Suceava este ocupată fără luptă.",Ocuparea Moldovei; dețronarea lui Petru Rareș,da,—,"batalii.csv — sec. XVI d.Hr., pct. 2"
RM-131,Bătălia de la Iezerul Cahulului,Bătălie,1574-06,1574-06,1574,1574,sec. XVI d.Hr.,16,"Iezerul Cahulului, pe Prut (azi în Republica Moldova)",1,—,Moldova (sud) / Basarabia,45.91,28.19,Moldova (Ioan Vodă cel Viteaz) vs. Imperiul Otoman (cu sprijinul muntean),"Din cauza lipsei de apă și a trădării pârcălabului Ieremia Golia, armata moldoveană este încercuită. Deși moldovenii luptă eroic, sunt înfrânți, iar Ioan Vodă este executat de otomani.",Înfrângere moldoveană; execuția lui Ioan Vodă,partial,Zona se află în afara granițelor actuale ale României (Republica Moldova).,"batalii.csv — sec. XVI d.Hr., pct. 4"
RM-132,Bătălia de la Roșcani,Bătălie,1574-06-11,1574-06-11,1574,1574,sec. XVI d.Hr.,16,"Roșcani, în sudul Moldovei (județul Vaslui / Galați)",1,Vaslui,Moldova,46.55,27.95,Moldova (Ioan Vodă cel Viteaz) vs. Imperiul Otoman și Țara Românească,"În timpul revoltei antiotomane a lui Ioan Vodă cel Viteaz, oștile moldovene obțin la Roșcani o victorie importantă asupra forțelor otomane și muntene, înainte de dezastrul de la Cahul care avea să se încheie cu execuția voievodului.",Victorie moldoveană temporară în cadrul revoltei,da,Eveniment subordonat revoltei lui Ioan Vodă cel Viteaz.,batalii.csv — sec. XVI d.Hr. (completare)
RM-133,Războaiele lui Ioan Vodă cel Viteaz — Bătălia de la Jiliște,Bătălie,1574-04,1574-04,1574,1574,sec. XVI d.Hr.,16,"Jiliște — sud-estul Moldovei, zona Prutului (locație disputată)",1,Galați / Vaslui,Moldova,45.95,28.0,Moldova (Ioan Vodă cel Viteaz) vs. armata otomano-munteană (pentru Petru Șchiopul),Ioan Vodă cel Viteaz refuză să dubleze tributul cerut de Poartă și pornește o campanie fulgerătoare. În aprilie 1574 surprinde și zdrobește o armată turco-munteană venită să-l instaleze pe Petru Șchiopul pe tronul Moldovei.,Victorie moldoveană surprinzătoare,da,Localizarea exactă a bătăliei de la Jiliște este disputată.,"batalii.csv — sec. XVI d.Hr., pct. 4"
RM-134,Bătălia de la Sânpaul,Bătălie,1575-07-09,1575-07-09,1575,1575,sec. XVI d.Hr.,16,Sânpaul (județul Mureș),0,Mureș,Transilvania,46.43,24.34,Moldova (Petru Șchiopul) și coaliția anti-Báthory vs. Ioan Sigismund Zápolya (aliat cu principele Ștefan Báthory),"În luptele pentru tronul Transilvaniei, oastea susținătorilor lui Ioan Sigismund Zápolya este înfrântă la Sânpaul de forțele principelui Ștefan Báthory, care sprijinea un alt candidat. Bătălia consolidează puterea lui Báthory, viitorul rege al Poloniei.",Victorie a lui Ștefan Báthory; consolidarea autorității sale în Transilvania,da,Locația este în zona Sânpaul (județul Mureș).,batalii.csv — sec. XVI d.Hr. (completare)
RM-135,Revolta antiotomană și masacrul de la București (1594),Revoltă / insurecție,1594-11-13,1594-11-13,1594,1594,sec. XVI d.Hr.,16,București și garnizoanele otomane din Țara Românească,0,Ilfov / București,Țara Românească,44.43,26.1,Țara Românească (Mihai Viteazul) vs. Imperiul Otoman (garnizoane și creditori),"Admițând la Liga Sfântă antiotomană, Mihai Viteazul declanșează la 13 noiembrie 1594 o revoltă antiotomană: este masacrată întreaga garnizoană otomană staționată la București, împreună cu creditorii veniți de la Istanbul. Este semnalul deschiderii luptei antiotomane a Țării Românești.",Declanșarea revoltei antiotomane; Mihai trece la ofensivă peste Dunăre,da,Momentul de început al războaielor antiotomane ale lui Mihai Viteazul.,batalii.csv — sec. XVI d.Hr. (completare)
RM-136,Bătălia de la Călugăreni,Bătălie,1595-08-23,1595-08-23,1595,1595,sec. XVI d.Hr.,16,"Călugăreni (județul Giurgiu), râul Neajlov",0,Giurgiu,Țara Românească,44.18,26.04,Țara Românească (Mihai Viteazul) vs. Imperiul Otoman (Sinan Pașa),"Una dintre cele mai faimoase confruntări ale epocii: armata munteană condusă de Mihai Viteazul obține o victorie tactică importantă împotriva unei armate otomane mult superioare numeric, conduse de Sinan Pașa, folosind terenul mlăștinos de la Călugăreni.",Victorie tactică a lui Mihai Viteazul (retragere strategică ulterioară),da,—,"batalii.csv — sec. XVI d.Hr., pct. 1"
RM-137,Bătălia de la Giurgiu (1595),Bătălie,1595-10,1595-10,1595,1595,sec. XVI d.Hr.,16,Giurgiu (județul Giurgiu),0,Giurgiu,Țara Românească,43.9,25.97,"Forțele aliate româno-transilvănene (Mihai Viteazul, Sigismund Báthory) vs. Imperiul Otoman (Sinan Pașa)","Forțele aliate ale românilor și transilvănenilor, sub comanda lui Mihai Viteazul și a lui Sigismund Báthory, zdrobesc ariergarda oastei lui Sinan Pașa care se retrăgea peste Dunăre.",Victorie aliată; distrugerea ariergardei otomane,da,—,"batalii.csv — sec. XVI d.Hr., pct. 1"
RM-138,Bătălia de la Putineiu,Bătălie,1595-01-14,1595-01-14,1595,1595,sec. XVI d.Hr.,16,"Putineiu, în sudul Țării Românești (județul Giurgiu)",1,Giurgiu,Țara Românească,43.9,25.85,Țara Românească (Mihai Viteazul) vs. tătari (invadatori),"În cadrul campaniei de iarnă din 1595, Mihai Viteazul obține o victorie importantă împotriva tătarilor invadatori la Putineiu, primul dintr-o serie de succese care au deschis drumul spre victoria de la Șerpătești.",Victoria lui Mihai Viteazul asupra tătarilor,da,Face parte din aceeași campanie ca Șerpătești și Stănești.,batalii.csv — sec. XVI d.Hr. (completare)
RM-139,Bătălia de la Stănești,Bătălie,1595-01-25,1595-01-25,1595,1595,sec. XVI d.Hr.,16,"Stănești, în sudul Țării Românești (județul Giurgiu)",1,Giurgiu,Țara Românească,43.95,25.95,Țara Românească (Mihai Viteazul) vs. otomani și tătari,"În continuarea campaniei de iarnă, Mihai Viteazul îi înfrânge pe otomani și pe tătari la Stănești, consolidând controlul românesc asupra liniei Dunării și pregătind marea confruntare de la Călugăreni din vara anului 1595.",Victoria lui Mihai Viteazul; controlul liniei Dunării,da,Face parte din campania de iarnă din 1595.,batalii.csv — sec. XVI d.Hr. (completare)
RM-140,Bătălia de la Târgoviște (1595),Bătălie,1595-10-05,1595-10-08,1595,1595,sec. XVI d.Hr.,16,Târgoviște (județul Dâmbovița),0,Dâmbovița,Țara Românească,44.92,25.46,Țara Românească (Mihai Viteazul) vs. Imperiul Otoman (Sinan Pașa),"După retragerea strategică de la Călugăreni, Mihai Viteazul revine în forță în fruntea unei armate numeroase, întărită cu sprijin din Transilvania și Moldova, și îi alungă pe otomani din Târgoviște (5–8 octombrie 1595) și apoi din București.",Recucerirea Târgoviștei; începutul retragerii otomane,da,Urmează recucerirea Bucureștiului și bătălia de la Giurgiu (1595).,batalii.csv — sec. XVI d.Hr. (completare)
RM-141,Bătălia de la Șerpătești,Bătălie,1595-01-23,1595-01-23,1595,1595,sec. XVI d.Hr.,16,"Șerpătești, la nord de Giurgiu (județul Giurgiu)",1,Giurgiu,Țara Românească,43.9,26.0,Țara Românească (Mihai Viteazul) vs. Imperiul Otoman și tătari,"O invazie tătară și otomană pătrunde în Țara Românească pentru a răzbuna revolta. Mihai Viteazul îi surprinde noaptea la Șerpătești, unde gruparea condusă de banul Manta obține o victorie fulgerătoare, spulberând oastea otomano-tătară și controlând linia Dunării.",Victorie zdrobitoare a lui Mihai Viteazul asupra tătarilor și otomanilor,da,Împreună cu luptele de la Putineiu și Stănești fac parte din campania de iarnă 1595 a lui Mihai Viteazul.,batalii.csv — sec. XVI d.Hr. (completare)
RM-142,Bătălia de la Șelimbăr,Bătălie,1599-10-28,1599-10-28,1599,1599,sec. XVI d.Hr.,16,Șelimbăr (județul Sibiu),0,Sibiu,Transilvania,45.77,24.2,Țara Românească (Mihai Viteazul) vs. Transilvania (cardinalul Andrei Báthory),"Mihai Viteazul învinge armata transilvăneană condusă de cardinalul Andrei Báthory, victorie care îi deschide calea către Alba Iulia și preluarea controlului asupra Transilvaniei.",Victorie a lui Mihai Viteazul; intrarea în Alba Iulia,da,—,"batalii.csv — sec. XVI d.Hr., pct. 1"
RM-143,Bătălia de la Bucov,Bătălie,1600-10,1600-10,1600,1600,sec. XVI/XVII d.Hr.,16,"Bucov (județul Prahova), Muntenia",0,Prahova,Țara Românească,44.97,26.08,"Polonia-Lituania (Jan Zamoyski), în sprijinul lui Simion Movilă vs. Țara Românească (Mihai Viteazul)","Polonezii conduși de Jan Zamoyski îl înving pe Mihai în Muntenia, impunându-l pe tron pe Simion Movilă. Bătălia marchează pierderea temporară a Țării Românești de către Mihai.",Înfrângerea lui Mihai Viteazul; instalarea lui Simion Movilă,da,—,"batalii.csv — sec. XVII d.Hr., pct. 1"
RM-144,Bătălia de la Mirăslău,Bătălie,1600-09-18,1600-09-18,1600,1600,sec. XVI/XVII d.Hr.,16,Mirăslău (județul Alba),0,Alba,Transilvania,46.34,23.68,Țara Românească/Transilvania (Mihai Viteazul) vs. nobilii maghiari răsculați și trupele imperiale habsburgice (Giorgio Basta),"Mihai Viteazul este înfrânt de o coaliție formată din nobilii maghiari răsculați și trupele imperiale habsburgice conduse de generalul Giorgio Basta, ceea ce provoacă prăbușirea primei sale domnii în Transilvania.",Înfrângerea lui Mihai Viteazul; retragerea sa din Transilvania,da,Sursa îl menționează și la sec. XVII d.Hr. (recapitulare).,"batalii.csv — sec. XVI d.Hr., pct. 1; sec. XVII d.Hr., pct. 1"
RM-145,Bătălia de la Guruslău,Bătălie,1601-08-03,1601-08-03,1601,1601,sec. XVII d.Hr.,17,Guruslău (județul Sălaj),0,Sălaj,Transilvania,47.23,23.02,Mihai Viteazul și generalul Giorgio Basta (Imperiul Habsburgic) vs. Sigismund Báthory,"Mihai Viteazul, aliat din nou cu generalul Basta, îl învinge pe Sigismund Báthory, restabilind controlul imperial asupra Transilvaniei cu puțin timp înainte de a fi asasinat.","Victorie imperială; scurt timp după, asasinarea lui Mihai Viteazul",da,—,"batalii.csv — sec. XVII d.Hr., pct. 1"
RM-146,Bătălia de la Țuțora (1620),Bătălie,1620-09,1620-09,1620,1620,sec. XVII d.Hr.,17,"Țuțora, pe Prut, lângă Iași (județul Iași)",1,Iași,Moldova,46.98,27.87,Polonia-Lituania și Moldova (suzeranitate otomană) vs. Imperiul Otoman și tătari,"Datorită poziției geografice, Moldova devine teatru de război în confruntările dintre polonezi și turci. Armata poloneză, care susținea Moldova, este masacrată de otomani și tătari pe malul Prutului, lângă Iași.",Masacrarea armatei poloneze; victorie otomană,da,—,"batalii.csv — sec. XVII d.Hr., pct. 4"
RM-147,Bătălia de la Hotin (1621),Bătălie,1621-09,1621-10,1621,1621,sec. XVII d.Hr.,17,"Hotin (azi în Ucraina, la granița istorică a Moldovei)",1,—,—,48.51,26.49,Polonia-Lituania și cazaci vs. Imperiul Otoman (sultanul Osman al II-lea),"O mare bătălie de poziție la granița Moldovei, în care polonezii și cazacii opresc avansul armatei sultanului Osman al II-lea, evitând cucerirea zonei.",Încheierea războiului prin tratat; menținerea status quo-ului,nu,Hotinul este azi în Ucraina; inclus ca eveniment de la granița istorică a Moldovei.,"batalii.csv — sec. XVII d.Hr., pct. 4"
RM-148,Bătălia de la Focșani (1637),Bătălie,1637,1637,1637,1637,sec. XVII d.Hr.,17,"Focșani (județul Vrancea), frontiera moldo-munteană",0,Vrancea,Moldova / Țara Românească,45.7,27.18,Moldova (Vasile Lupu) vs. Țara Românească (Matei Basarab),"Rivalitatea dintre domnitorul Moldovei, Vasile Lupu, și cel al Țării Românești, Matei Basarab, duce la mai multe ciocniri militare violente. Bătălia de la Focșani este prima confruntare directă între armatele celor doi domnitori.",Prima confruntare a războiului moldo-muntean,da,—,"batalii.csv — sec. XVII d.Hr., pct. 2"
RM-149,Bătălia de la Rabna,Bătălie,1637,1637,1637,1637,sec. XVII d.Hr.,17,Zona de la nord de râul Rabna (județul Iași / Vaslui),1,Vaslui,Moldova,46.65,27.75,Moldova (Vasile Lupu) vs. rivali interni sprijiniți de cazaci,"În contextul luptelor interne pentru tronul Moldovei, are loc o confruntare la Rabna, la nord de Vaslui. Bătălia face parte din conflictele dintre Vasile Lupu și pretendenții sprijiniți de puterile vecine.",Victoria lui Vasile Lupu în conflictul intern,da,Locația exactă a bătăliei este disputată.,batalii.csv — sec. XVII d.Hr. (completare)
RM-150,Bătălia de la Ojogeni,Bătălie,1639,1639,1639,1639,sec. XVII d.Hr.,17,"Ojogeni, pe râul Prahova, la vărsarea în Ialomița — identificare disputată",1,Ialomița,Țara Românească,44.7,26.45,Moldova (Vasile Lupu) vs. Țara Românească (Matei Basarab),"Vasile Lupu invadează Țara Românească, dar este înfrânt decisiv de Matei Basarab în bătălia de la Ojogeni, una dintre cele mai sângeroase confruntări ale rivalității celor doi domnitori.",Înfrângere decisivă a lui Vasile Lupu,da,Localizarea exactă a bătăliei este disputată.,"batalii.csv — sec. XVII d.Hr., pct. 2"
RM-151,Bătălia de la Finta,Bătălie,1653-05-27,1653-05-27,1653,1653,sec. XVII d.Hr.,17,Finta (județul Dâmbovița),0,Dâmbovița,Țara Românească,44.8,25.78,Țara Românească (Matei Basarab) și transilvăneni vs. Moldova (Vasile Lupu) cu cazaci (Timuș Hmelnițki),"Vasile Lupu, sprijinit de cazacii ginerelui său Timuș Hmelnițki, atacă din nou Muntenia. Matei Basarab obține o victorie zdrobitoare, conflictul marcând sfârșitul domniei lui Vasile Lupu.",Victorie zdrobitoare a lui Matei Basarab; căderea lui Vasile Lupu,da,—,"batalii.csv — sec. XVII d.Hr., pct. 2"
RM-152,Bătălia de la Șoplea,Bătălie,1655-06-26,1655-06-26,1655,1655,sec. XVII d.Hr.,17,"Șoplea (comuna Drăgănești, județul Prahova)",0,Prahova,Țara Românească,44.828,26.288,Principatul Transilvaniei (George Rákóczi al II-lea) vs. răsculații (seimenii și husarii),"Răscoala seimenilor (mercenarii) și a husarilor, aflată în plină efervescență, este înfrântă de trupele principelui George Rákóczi al II-lea la Șoplea. Revolta răsculaților, care avea și o componentă antierarhică și antinobiliară, este zdrobită, marcând sfârșitul unei crize interne majore a Transilvaniei.",Reprimarea răscoalei seimenilor,da,Una dintre cele mai cunoscute răscoale din Transilvania secolului al XVII-lea.,batalii.csv — sec. XVII d.Hr. (completare)
RM-153,Campania otomană de pedepsire a Transilvaniei și Bătălia de la Gilău,Campanie / bătălie,1657,1662,1657,1662,sec. XVII d.Hr.,17,"Transilvania: Gilău (județul Cluj), Oradea, Crișana",1,Cluj / Bihor,Transilvania / Crișana,46.75,23.38,Imperiul Otoman și tătari vs. Principatul Transilvaniei (Gheorghe Rákóczi al II-lea),"Principele Transilvaniei Gheorghe Rákóczi al II-lea declanșează o campanie militară neautorizată în Polonia, provocând mânia Porții Otomane. Transilvania este devastată de expediții de pedepsire otomane și tătare; la Gilău (1660), Rákóczi al II-lea este rănit mortal. Otomanii cuceresc cetatea Oradea și transformă Crișana în pașalâc turcesc.",Devastarea Transilvaniei; cucerirea Oradei; pașalâc otoman în Crișana,da,—,"batalii.csv — sec. XVII d.Hr., pct. 3"
